Jul-10	385	385	372000000	372
Aug-10	414	414	401000000	401
Sep-10	425	425	425000000	425
Oct-10	447	447	433000000	433
Nov-10	492	492	492000000	492
Dec-10	574	574	556000000	556
Jan-11	693	703	670000000	681
Feb-11	644	646	690000000	692
Mar-11	641	644	620000000	623
Apr-11	726	728	726000000	728
May-11	760	788	785000000	763
Jun-11	815.661344711728	802	848478495.575645	802
Jul-11	875.399249022295	886	917090136.884472	857
Aug-11	939.512274496266	948	991250012.294266	917
Sep-11	1008.32084893263	887	1071406776.01373	887
Oct-11	1082.16886781745	1148	1158045362.37157	1111
Nov-11	1161.42541306467	1326	1251689919.58393	1326
Dec-11	1246.48659763513	1585	1352906980.75894	1534
Jan-12	1337.77754525292		1462308891.32247	
Feb-12	1435.75451511335		1580557513.60023	
Mar-12	1540.9071822017		1708368230.96854	
Apr-12	1653.76108461921		1846514275.79798	
May-12	1774.88025014794		1995831407.37327	
Jun-12	1904.87001518152		2157222968.09006	
